fight_id,round,opponent_1,opponent_1_power,opponent_1_resistance,opponent_1_ability_to_take_punch,opponent_2,opponent_2_power,opponent_2_resistance,opponent_2_ability_to_take_punch,opponent_1_weight,opponent_2_weight
3,5,Gennady Golovkin ,60.20209109688662,43.08650889201287,62.70668444713533,Sergiy Derevyanchenko,83.30808775306421,38.675973257728664,56.25681903403512,159.66,164.04
3,6,Gennady Golovkin ,56.90035377056173,41.93673824596738,54.22154216360343,Sergiy Derevyanchenko,73.9436961181403,38.575701799948085,47.15946053596317,159.66,164.04
3,7,Gennady Golovkin ,47.103970595214584,34.97155878122674,44.703376311897166,Sergiy Derevyanchenko,69.07689949263676,37.963517436218744,41.21998211685182,159.66,164.04
3,8,Gennady Golovkin ,51.10249323271369,23.74930408182589,34.27664252212799,Sergiy Derevyanchenko,57.75983407718177,31.171312696491036,29.811670279372382,159.66,164.04
3,9,Gennady Golovkin ,41.075639070905,18.080343734411095,25.997363954880825,Sergiy Derevyanchenko,46.08984805019419,33.00366798050381,22.84651991565804,159.66,164.04
3,10,Gennady Golovkin ,29.925995345668344,13.575266410650993,18.33613300815457,Sergiy Derevyanchenko,41.73482703988251,26.338313763203708,15.466511432313567,159.66,164.04
3,11,Gennady Golovkin ,22.476006830856203,13.52140719468915,13.447084410154764,Sergiy Derevyanchenko,30.432987754606575,11.230400315584738,14.747946969157631,159.66,164.04
3,12,Gennady Golovkin ,16.347147920335953,7.750925019135215,8.220302935175821,Sergiy Derevyanchenko,21.369490232460393,6.871084370461756,10.734426744321773,159.66,164.04
4,1,Shawn Porter ,66,63.8,80,Errol Spence Jr,66,62.3,77,152.53,148.47
4,2,Shawn Porter ,61.46960376483758,62.718242771511576,76.49424385350129,Errol Spence Jr,62.056652944034475,65.01377278856094,69.43803849105954,152.53,148.47
4,3,Shawn Porter ,62.12832807023825,62.822469236933586,71.20297954865902,Errol Spence Jr,67.31432767413673,60.16824483939944,64.3006301867638,152.53,148.47
4,4,Shawn Porter ,58.49325795887134,59.7937959062183,67.69474552543801,Errol Spence Jr,70.95883993481911,58.365333021164936,60.5513350222312,152.53,148.47
4,5,Shawn Porter ,52.971414682967094,55.375891666563994,63.27702152482854,Errol Spence Jr,57.370375123173666,51.557828165716025,57.01607290987198,152.53,148.47
4,6,Shawn Porter ,40.3648927952724,46.797100602370364,54.22186057985538,Errol Spence Jr,47.981033693041816,49.57032811560389,45.120846106378856,152.53,148.47
4,7,Shawn Porter ,31.299722945038358,39.3058869223777,45.980086637003055,Errol Spence Jr,40.76200886649387,38.806802676643,39.23413589334454,152.53,148.47
4,8,Shawn Porter ,24.3210725708322,32.88392980095097,36.58112030917574,Errol Spence Jr,32.15938818212191,29.04854176052858,32.60530167042505,152.53,148.47
4,9,Shawn Porter ,17.040265181940125,25.68099487499097,30.544184648387915,Errol Spence Jr,27.416688738750988,20.999722512198915,26.66548118868051,152.53,148.47
4,10,Shawn Porter ,12.037811415172877,17.30213858282235,22.513330229610318,Errol Spence Jr,18.840186015888587,17.79232262359062,19.053492379155205,152.53,148.47
4,11,Shawn Porter ,9.845714894525209,9.364752007877522,17.183723281507394,Errol Spence Jr,14.797196966989127,14.982940459227983,17.569132527475723,152.53,148.47
4,12,Shawn Porter ,5.254050562331138,7.206097807959431,11.462365274582481,Errol Spence Jr,8.388349815828333,11.051411199703242,15.934480791650792,152.53,148.47
5,1,Zaur Abdullaev ,64,58.4,72,Devin Haney,64,47,73,0,0
5,2,Zaur Abdullaev ,57.261128279166904,55.737100255629635,76.72253920482292,Devin Haney,43.75717273483771,39.47105733060785,77.365559271606,0,0
5,3,Zaur Abdullaev ,37.895262087493585,45.02164965527066,69.67316593289891,Devin Haney,31.31297890121304,26.59309315189388,72.96132352492845,0,0
5,4,Zaur Abdullaev ,19.35787229225961,31.567731471198545,56.86271954154567,Devin Haney,20.48310971410052,18.42177378396709,61.859637643714954,0,0
6,1,Tyson Fury ,72,66.5,86,Otto Wallin,72,57.4,77,247.5,240.54
6,2,Tyson Fury ,77.7324441295561,54.5255623080401,75.06435981777705,Otto Wallin,79.36562172439439,56.00529735798135,66.1397393569543,247.5,240.54
6,3,Tyson Fury ,89.41849101320351,54.35855607602733,65.45785048394987,Otto Wallin,77.06711330745922,51.51971787377625,54.255292103693044,247.5,240.54
6,4,Tyson Fury ,95.48191178906582,50.73797849239165,55.411699915273594,Otto Wallin,74.034295412008575,49.293155501408165,45.110590388627614,247.5,240.54
6,5,Tyson Fury ,91.78014563161788,44.21551826395827,48.62477589301134,Otto Wallin,65.73026088222686,44.42062598709293,36.65332401102855,247.5,240.54
6,6,Tyson Fury ,90.47314783966388,37.79355455353817,40.829033545052354,Otto Wallin,55.524073066603655,39.38346218207468,30.833071154395107,247.5,240.54
6,7,Tyson Fury ,72.4365651658895,29.015422644548202,30.847538265272416,Otto Wallin,54.20525405821482,25.85080040100153,23.129150005994838,247.5,240.54
6,8,Tyson Fury ,66.76021699989388,23.551288114937226,23.620816205347733,Otto Wallin,45.335502431895,18.658691791479562,19.075092852320566,247.5,240.54
6,9,Tyson Fury ,57.487313162898516,20.167346369480477,16.823592670878917,Otto Wallin,36.02955769960648,14.589056195418504,12.226578281235904,247.5,240.54
6,10,Tyson Fury ,49.52461376804571,17.365474105929827,13.136785997751886,Otto Wallin,32.99803509550542,15.613344212180586,8.13712243231521,247.5,240.54
6,11,Tyson Fury ,34.15941127504502,14.68580595713842,9.45345583933167,Otto Wallin,26.38712221140504,9.935623388183343,5.1828318025493,247.5,240.54
6,12,Tyson Fury ,26.757841965762708,8.872247250532105,7.641714385201063,Otto Wallin,28.58871795098211,3.59170659287451,3.7787268735617943,247.5,240.54
7,1,Artur Beterbiev ,88,68.4,81,Oleksandr Gvozdyk,88,67.5,78,178.65,174.95
7,2,Artur Beterbiev ,84.89059824879271,62.591523316253316,71.40236172039207,Oleksandr Gvozdyk,91.40804109005377,70.67136818513369,76.49542423103102,178.65,174.95
7,3,Artur Beterbiev ,76.99702915109286,58.84285371378522,63.02376575361199,Oleksandr Gvozdyk,85.47750124216908,52.86345941498583,70.5165106062134,178.65,174.95
7,4,Artur Beterbiev ,63.17357998800043,64.70333010009237,56.17658502522015,Oleksandr Gvozdyk,75.68503602392991,44.50480683517623,57.44104892083452,178.65,174.95
7,5,Artur Beterbiev ,55.868035726440404,53.246754863934456,47.21196875413231,Oleksandr Gvozdyk,66.59386208155377,37.42332743853871,46.53976236381608,178.65,174.95
7,6,Artur Beterbiev ,40.46824276667978,50.12655071057984,42.11097640229242,Oleksandr Gvozdyk,56.79933581321735,21.864679179837704,38.15193799061641,178.65,174.95
7,7,Artur Beterbiev ,36.14824665947393,33.97711647176453,29.352448505329555,Oleksandr Gvozdyk,31.637523451292335,19.529710200669896,30.478176583571404,178.65,174.95
7,8,Artur Beterbiev ,36.14206444994976,27.26278689848558,22.21004848070708,Oleksandr Gvozdyk,29.520335354475332,21.48958738060402,22.777952531972552,178.65,174.95
7,9,Artur Beterbiev ,22.68215785325835,24.446584443663014,20.307155489981977,Oleksandr Gvozdyk,19.959384206005932,13.181014056886735,15.635608177256001,178.65,174.95
7,10,Artur Beterbiev ,27.986707844939634,27.98726966086929,13.353354787613515,Oleksandr Gvozdyk,10.395928668762297,8.824325890309662,10.428745582157871,178.65,174.95
8,1,Dereck Chisora ,65,63.9,78,David Price,65,65.6,70,238.35,246.75
8,2,Dereck Chisora ,65.41830719243227,55.08996843233813,64.54490079666968,David Price,57.31888871516698,60.32538933803409,58.543652676047316,238.35,246.75
8,3,Dereck Chisora ,58.44160337635165,39.65621863611985,47.117939791563025,David Price,48.19431378729428,49.0178797117657,41.89957608790988,238.35,246.75
8,4,Dereck Chisora ,45.4168531977364,26.43777736945056,31.307494824292117,David Price,35.664569203669295,33.78145159288645,25.560887237277335,238.35,246.75
9,1,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
9,2,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
9,3,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
9,4,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
9,5,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
9,6,Olajide William Olatunji ,0,0,0,Logan Paul,0,0,0,0,0
10,1,Sugar Ray Leonard ,73,66.9,82,Marvin Hagler,73,62,89,151.51,177.35
10,2,Sugar Ray Leonard ,67.60960151902911,63.79068541222126,81.76897092471471,Marvin Hagler,75.48473544504807,59.645820029545995,85.66617103960675,151.51,177.35
10,3,Sugar Ray Leonard ,67.31809213514701,53.5652347195804,78.88006900791294,Marvin Hagler,73.25771186844847,55.42850041707985,80.10498419461138,151.51,177.35
10,4,Sugar Ray Leonard ,57.5151278497837,50.86343392700153,70.76379880857058,Marvin Hagler,69.82640363905426,54.539529316221504,72.4660896277446,151.51,177.35
10,5,Sugar Ray Leonard ,53.858811089465725,45.58393405617541,61.612402137800906,Marvin Hagler,63.658429532313036,47.834298052585545,61.69714421521542,151.51,177.35
10,6,Sugar Ray Leonard ,47.16131574981759,37.89149703910862,54.925705707161015,Marvin Hagler,64.01898875983414,41.31186758158918,51.546065612382094,151.51,177.35
10,7,Sugar Ray Leonard ,38.23349342122539,34.03978756494307,48.51718020753781,Marvin Hagler,55.55308758912191,32.769915191625124,42.96686987289089,151.51,177.35
10,8,Sugar Ray Leonard ,29.70634057856229,27.240650919254684,39.359798655176036,Marvin Hagler,48.14936768349397,23.373634576453654,33.022485916178965,151.51,177.35
10,9,Sugar Ray Leonard ,26.645564806643158,22.566789483829808,28.47400340637092,Marvin Hagler,42.34139467509463,14.489956548884283,23.926160174010896,151.51,177.35
10,10,Sugar Ray Leonard ,21.526236116968466,17.597366472893125,20.190206936615635,Marvin Hagler,30.42966369103975,12.87928749829652,16.86651540592295,151.51,177.35
10,11,Sugar Ray Leonard ,16.817090365119952,11.823044100919066,13.926022144469348,Marvin Hagler,23.281043999271258,9.62510079364173,11.213241577169251,151.51,177.35
10,12,Sugar Ray Leonard ,10.636518822974294,6.48057853344516,9.86229278247237,Marvin Hagler,14.977221191669873,3.49549604816079,8.138019313879461,151.51,177.35
11,1,Mike Tyson ,83,61.8,82,Michael Spinks,83,65.3,83,369.29,321.86
12,1,Raul Pinzon ,70,39.6,72,Saul Alvarez,70,41.1,71,149.6,156.18
13,1,Saul Alvarez ,67,42.4,76,Antonio Fitch,67,26.7,50,155.67,142.28
14,1,Scott Belshaw ,63,49.7,56,Tyson Fury,63,59,63,235.48,249.06
14,2,Scott Belshaw ,46.82581645852215,33.2144736256718,35.53984622664837,Tyson Fury,44.71999185734971,43.46871320614023,42.845786789823094,235.48,249.06
15,1,Carlos Leonardo Herrera ,57,49,62,Saul Alvarez,57,46.4,81,148.8,153.77
16,1,Damon Mccreary ,73,44.7,60,Deontay Wilder,73,52.1,71,177.41,243.21
16,2,Damon Mccreary ,50.38157733612907,32.497149717243644,42.22149392897605,Deontay Wilder,52.31666810287343,34.43863749439714,42.680949949980565,177.41,243.21
17,1,Callum Smith ,77,59.6,63,Rocky Fielding,77,55.8,72,169.11,170
18,1,Dillian Whyte ,75,54.3,72,Anthony Joshua,75,64.3,73,225.84,235.76
18,2,Dillian Whyte ,81.56996323967176,53.88009880941751,62.35115332566846,Anthony Joshua,74.97596825745455,63.619034795326186,63.104005584152716,225.84,235.76
18,3,Dillian Whyte ,77.98790619126699,40.95369334165531,48.67983976024864,Anthony Joshua,69.89867612520462,60.93654485843934,54.04044586021078,225.84,235.76
18,4,Dillian Whyte ,77.89121371734326,36.14073984811139,36.73185588221921,Anthony Joshua,66.48669812488308,54.07079778726365,41.7655190777303,225.84,235.76
18,5,Dillian Whyte ,69.56447482292944,28.13142197282816,27.290011042565585,Anthony Joshua,47.102408807607404,53.74456029367033,34.389542623714625,225.84,235.76
18,6,Dillian Whyte ,63.479831250245745,18.953609463400078,18.36097927226292,Anthony Joshua,36.77372652254547,47.673310472636345,23.501101994072666,225.84,235.76
18,7,Dillian Whyte ,55.536775786322615,12.599320766452985,12.879632712984579,Anthony Joshua,25.067574017921483,34.936325651828575,12.245465469379667,225.84,235.76
20,1,Dominic Wade ,70,54.6,67,Gennady Golovkin,70,65.7,82,162.48,159.66
20,2,Dominic Wade ,52.99045945401632,39.14411450566663,43.894880114732445,Gennady Golovkin,49.70320326179529,52.46223560302561,56.93871276753719,162.48,159.66
21,1,Anthony Joshua ,87,65.4,78,Dominic Breazeale,87,54,78,237.04,237.83
21,2,Anthony Joshua ,100.72899672026142,51.48114010304063,69.45433268182498,Dominic Breazeale,97.26840848244095,56.540466199194015,70.13000809735082,237.04,237.83
21,3,Anthony Joshua ,83.74996702866345,49.27900961252266,54.8486717871845,Dominic Breazeale,89.49244813496385,47.232857778326924,59.18232094512353,237.04,237.83
21,4,Anthony Joshua ,80.34288410401108,42.56059890432044,39.0201847621683,Dominic Breazeale,77.68595766111787,47.36194513201318,47.63209553853481,237.04,237.83
21,5,Anthony Joshua ,72.80251873035309,35.87982846049088,28.39985637242365,Dominic Breazeale,58.89901258306211,39.684374615269675,35.24748236046672,237.04,237.83
21,6,Anthony Joshua ,61.56696261655699,27.71245864633446,19.09467159161187,Dominic Breazeale,39.6822719669033,31.215769521919896,25.208950006951792,237.04,237.83
21,7,Anthony Joshua ,48.165609454032236,17.77939075655265,14.055062984640438,Dominic Breazeale,29.504972079404574,25.058172188929063,17.210462185971547,237.04,237.83
22,1,Charles Martin ,80,46.8,74,Anthony Joshua,80,64.6,75,239.9,236.51
22,2,Charles Martin ,52.53847777237999,28.18668707095526,45.883904569191486,Anthony Joshua,69.46934334618487,45.283159730519884,47.69630850304252,239.9,236.51
23,1,Kell Brook ,75,63.9,79,Gennady Golovkin,75,65.8,83,149.14,159.66
23,2,Kell Brook ,64.7319069004059,55.99964973267757,73.5932601333511,Gennady Golovkin,71.87563639046341,53.92631988879964,75.58319278589771,149.14,159.66
23,3,Kell Brook ,49.889825046859656,50.06540012635105,64.48081633371353,Gennady Golovkin,66.66792109142008,51.23665059433473,61.46839998415662,149.14,159.66
23,4,Kell Brook ,37.36601216437647,35.38490697974268,49.12272729001267,Gennady Golovkin,43.67352341730186,37.264637581224044,43.811211034630844,149.14,159.66
23,5,Kell Brook ,22.740772655967323,25.66022588065524,35.93701908805173,Gennady Golovkin,31.053393270842534,25.377972202376206,30.264134235602963,149.14,159.66
24,1,Jorge Linares ,71,61.2,76,Anthony Crolla,71,58,76,128.77,135.02
24,2,Jorge Linares ,75.45214939903953,60.17675130616476,76.16667601700915,Anthony Crolla,70.02450078690119,53.55444433305518,78.44141089438526,128.77,135.02
24,3,Jorge Linares ,69.19467000463641,55.983526950014415,72.61662477479877,Anthony Crolla,63.88694854171702,54.11786932090655,75.4013142312757,128.77,135.02
24,4,Jorge Linares ,59.77033111290123,54.85260868280866,67.86606435264005,Anthony Crolla,55.769390177051484,48.095427308869176,68.02687799496734,128.77,135.02
24,5,Jorge Linares ,52.21624956969862,45.770033132934856,60.397208387927414,Anthony Crolla,53.58348540175201,41.49050268882856,61.997959448103686,128.77,135.02
24,6,Jorge Linares ,43.20374892397895,36.10226224058432,52.0159217111703,Anthony Crolla,44.70905822919964,33.27614812167049,54.24872828817404,128.77,135.02
24,7,Jorge Linares ,35.901405546646615,29.44716803456178,44.6186498215771,Anthony Crolla,31.86195866561917,27.65304783242883,45.26949390301935,128.77,135.02
24,8,Jorge Linares ,28.726466437033906,25.105750155645204,36.7966168443177,Anthony Crolla,24.13431722103857,20.52487943505865,39.05924948079208,128.77,135.02
24,9,Jorge Linares ,22.16114964990399,24.00862753704416,28.596885865688762,Anthony Crolla,19.40054918532915,19.09682686363627,31.669943939631892,128.77,135.02
24,10,Jorge Linares ,14.019846543569505,14.514810056948017,22.45893898016768,Anthony Crolla,15.53888311602799,12.52987930970809,26.008009966513413,128.77,135.02
24,11,Jorge Linares ,11.03877534495654,9.899443937922106,14.955166822606948,Anthony Crolla,10.739532183054923,6.658568317696484,18.930001117102652,128.77,135.02
24,12,Jorge Linares ,12.112914893738251,8.851059596862918,10.3083332813613,Anthony Crolla,7.990623347769832,2.4477827480509884,13.009051974611584,128.77,135.02
25,1,Saul Alvarez ,72,58.6,84,Liam Smith,72,55.3,68,152.71,154.61
25,2,Saul Alvarez ,73.7244810108144,56.05167502743983,79.28500437323993,Liam Smith,71.70609344967451,49.01323016710639,62.56771532509411,152.71,154.61
25,3,Saul Alvarez ,68.11560484810111,48.74886889400427,71.71166868439472,Liam Smith,73.89379043157795,39.171589698656895,56.95562271260824,152.71,154.61
25,4,Saul Alvarez ,59.384509166370016,44.84653631790755,65.64073961912663,Liam Smith,68.5045188537646,34.757030732902834,50.39616380655906,152.71,154.61
25,5,Saul Alvarez ,45.89675613645709,34.686919913772634,56.25910213138055,Liam Smith,51.07802688176115,23.27665032725533,44.31093459880794,152.71,154.61
25,6,Saul Alvarez ,40.14369789070565,27.288637626909658,46.18815393615594,Liam Smith,42.89527831155724,20.82697758117512,37.509377264565174,152.71,154.61
25,7,Saul Alvarez ,29.210746957831912,19.527445812642796,35.84807851968141,Liam Smith,40.137677017498355,13.992464445739916,28.571985177593742,152.71,154.61
25,8,Saul Alvarez ,20.08678914255624,14.188568386396582,24.551348821394452,Liam Smith,27.308872016975496,10.227630633780473,19.608836786089153,152.71,154.61
25,9,Saul Alvarez ,17.34191625756004,11.567468793583924,18.447257811352255,Liam Smith,15.547090536029044,7.212700261278807,13.199998478006016,152.71,154.61
26,1,Sergey Kovalev ,81,57.8,77,Andre Ward,81,63,81,175,166.41
26,2,Sergey Kovalev ,89.05234340450741,55.23023914320788,72.33148597746201,Andre Ward,80.09975988045974,63.40036669814531,77.53427983409432,175,166.41
26,3,Sergey Kovalev ,89.53022697937571,50.53243343665382,66.73396417834094,Andre Ward,78.9070162921541,60.16732716671855,72.22502157921771,175,166.41
26,4,Sergey Kovalev ,90.53092850889416,47.96179948428202,61.42062177780237,Andre Ward,71.48643240264077,52.664090082375125,64.66413169290469,175,166.41
26,5,Sergey Kovalev ,87.0749477354768,42.39966885332823,51.930870827176705,Andre Ward,65.12866169802673,46.7499153689878,56.27731765514837,175,166.41
26,6,Sergey Kovalev ,72.8720390525936,40.184402778801875,43.51997578584689,Andre Ward,62.23272124706985,34.91158498424648,47.12982484924525,175,166.41
26,7,Sergey Kovalev ,62.649366548983295,25.966046664176506,36.28486659238066,Andre Ward,52.53230688257858,29.598401247268086,36.62200996412236,175,166.41
26,8,Sergey Kovalev ,49.35351884019467,24.90802719287019,25.60646874328192,Andre Ward,44.88315145045439,22.30042989455205,30.644594240599343,175,166.41
26,9,Sergey Kovalev ,45.05889173826718,23.743415730330582,19.059213184304106,Andre Ward,36.11578520272598,14.305286094435345,25.047992172338628,175,166.41
26,10,Sergey Kovalev ,30.77342958291853,20.95267217134505,13.906143586907335,Andre Ward,24.645925045471973,10.86931573499807,18.513471063135476,175,166.41
26,11,Sergey Kovalev ,22.664185327329147,20.743440530863843,10.669887059677968,Andre Ward,15.686928805248256,12.538682389394646,14.036717211234352,175,166.41
26,12,Sergey Kovalev ,13.48850142026,14.543690124233628,4.576867499914256,Andre Ward,8.257332028384331,10.16178855796885,11.691049486813492,175,166.41
27,1,Andy Ruiz Jr ,72,54.3,78,Joseph Parker,72,61.5,82,248.4,246.11
27,2,Andy Ruiz Jr ,77.3494101185878,54.22283247453363,68.5041197973269,Joseph Parker,75.40035318966912,65.51537686754686,72.45109295263948,248.4,246.11
27,3,Andy Ruiz Jr ,75.28365778709173,47.83814741432346,60.93920799407297,Joseph Parker,86.56831205856481,56.517462146176776,61.58533298394359,248.4,246.11
27,4,Andy Ruiz Jr ,83.37107873455301,40.72426654759381,49.06046676389127,Joseph Parker,86.13715601780996,53.99734592229197,52.11414674371012,248.4,246.11
27,5,Andy Ruiz Jr ,73.72556351290841,35.700545181733084,40.342774298660885,Joseph Parker,95.72392503933192,50.65229214108731,42.90935516737748,248.4,246.11
27,6,Andy Ruiz Jr ,64.82111733183943,32.21404362113095,29.732634468973643,Joseph Parker,93.6983192998128,44.331407553029486,31.577376043518594,248.4,246.11
27,7,Andy Ruiz Jr ,61.661865494027055,25.008198339865608,22.05719760913124,Joseph Parker,85.18033366674008,35.56568233308352,25.547421148059932,248.4,246.11
27,8,Andy Ruiz Jr ,56.98688669625278,19.428398327216858,19.78867016109041,Joseph Parker,77.73569859550364,30.122076790969135,18.494814899931637,248.4,246.11
27,9,Andy Ruiz Jr ,48.73384615905795,12.844714905154408,12.30442739734711,Joseph Parker,57.07193257876235,21.402997775941042,12.139060325384621,248.4,246.11
27,10,Andy Ruiz Jr ,39.39707433543141,9.76278449305494,9.363939809669946,Joseph Parker,51.49085580124722,13.143152601902989,9.39751411530001,248.4,246.11
27,11,Andy Ruiz Jr ,37.790743954369475,4.140546102251978,7.151568021696417,Joseph Parker,41.56787729678314,4.500927827928155,8.783806524621246,248.4,246.11
27,12,Andy Ruiz Jr ,29.476286030874576,0,1.873234351865751,Joseph Parker,32.91720319668072,5.452939322768158,6.982949550404073,248.4,246.11
28,1,Deontay Wilder ,89,60.9,80,Gerald Washington,89,57.7,74,242.79,247.53
28,2,Deontay Wilder ,79.80388170300405,57.764105258407,69.79230765459913,Gerald Washington,91.54332366517595,58.9249032276657,62.402863145552296,242.79,247.53
28,3,Deontay Wilder ,71.1084545580751,45.54153714842502,54.056684471217046,Gerald Washington,85.35950982090172,51.967432916969635,51.00191540454499,242.79,247.53
28,4,Deontay Wilder ,61.74544176693479,33.89481230154774,35.6531345996921,Gerald Washington,71.4709999092728,43.99762413902403,34.54450546449689,242.79,247.53
28,5,Deontay Wilder ,49.19939680340444,21.123379543422345,23.98012441053641,Gerald Washington,54.24149618254301,29.472611391006797,22.060258316855414,242.79,247.53
29,1,Daniel Dubois ,0,0,0,Marcus Kelly,0,0,0,0,0
32,1,Adrian Granados ,61,52.7,78,Shawn Porter,61,62.4,80,141.39,152.53
32,2,Adrian Granados ,60.842009125941686,48.46554194401012,78.38684966672835,Shawn Porter,55.09540175030011,55.600680639044974,76.51574003515702,141.39,152.53
32,3,Adrian Granados ,49.82610832817589,47.51251515911019,76.19482208237852,Shawn Porter,53.57655329106953,54.69413523696009,70.51521906219837,141.39,152.53
32,4,Adrian Granados ,50.88233183308147,38.55214166513957,69.24877380148669,Shawn Porter,50.50442419149534,46.35375766523415,65.6584185200667,141.39,152.53
32,5,Adrian Granados ,39.62592960984561,33.88878442444515,63.16141438614641,Shawn Porter,42.88371725926662,37.70039247953211,57.51658419106506,141.39,152.53
32,6,Adrian Granados ,32.20455682506601,28.166664088162435,55.63445017559233,Shawn Porter,34.48997800550983,31.966094367308564,49.13383743814752,141.39,152.53
32,7,Adrian Granados ,24.430895900128927,19.701451535002985,47.351997452132686,Shawn Porter,26.8900061401101,27.872840807217298,38.86115948786664,141.39,152.53
32,8,Adrian Granados ,19.21109766601332,17.99647910156407,39.33142286864248,Shawn Porter,18.06158967012634,20.57001890991415,31.140168997056534,141.39,152.53
32,9,Adrian Granados ,17.813720572603106,13.140589008646458,31.95422758611677,Shawn Porter,16.12705605180771,18.35053420697865,24.672484278486056,141.39,152.53
32,10,Adrian Granados ,7.832599781410573,11.679513070734991,22.740322017342717,Shawn Porter,16.725242305037792,11.428133358704134,17.701944047599135,141.39,152.53
32,11,Adrian Granados ,7.905680943210161,8.665549593959803,16.18402801226995,Shawn Porter,13.84285369157759,8.181130660878033,14.14557300916956,141.39,152.53
32,12,Adrian Granados ,6.158558125402231,10.304483011310266,12.023691949219963,Shawn Porter,8.903228415355168,2.4836655219435264,10.035535283514555,141.39,152.53
33,1,Horacio Garcia ,66,48.2,74,Carl Frampton,66,60.3,77,122.48,121.85
33,2,Horacio Garcia ,59.522368044117975,47.73672514057063,71.7972752557389,Carl Frampton,60.203134410297984,56.62184882142113,77.12338103714794,122.48,121.85
33,3,Horacio Garcia ,54.41088840633443,48.23307876219109,69.81526478793143,Carl Frampton,51.264558745782864,50.23310744517024,73.90720970651567,122.48,121.85
33,4,Horacio Garcia ,48.80127657837051,44.938695992670155,63.12488573998327,Carl Frampton,44.34183218932267,44.59702285613504,69.25120946754507,122.48,121.85
33,5,Horacio Garcia ,42.029625254532455,38.36050900154062,57.48763631770471,Carl Frampton,34.994752213196485,37.30948419480951,60.9189508411807,122.48,121.85
33,6,Horacio Garcia ,30.60105524829125,36.67958885090513,50.433040779983415,Carl Frampton,34.625530817692336,34.902529427682296,52.509181082170464,122.48,121.85
33,7,Horacio Garcia ,22.62361902862169,29.25888282174194,42.10805206030746,Carl Frampton,29.242296843983112,32.13155987386421,43.37725523788044,122.48,121.85
33,8,Horacio Garcia ,15.26591099194718,21.711595019759834,31.881718736742872,Carl Frampton,18.341338546133635,24.198954447455854,33.25781752651181,122.48,121.85
